strategy,question,answer,ground_truth,answer_relevancy,faithfulness,context_precision,context_recall
baseline,,,"def is_uploadfile_sequence_annotation(annotation: Any) -> bool:
    origin = get_origin(annotation)
    if origin is Union or origin is UnionType:
        at_least_one = False
        for arg in get_args(annotation):
            if is_uploadfile_sequence_annotation(arg):
                at_least_one = True
                continue
        return at_least_one
    return field_annotation_is_sequence(annotation) and all(
        is_uploadfile_or_nonable_uploadfile_annotation(sub_annotation)
        for sub_annotation in get_args(annotation)
    )",0.50,1.00,1.00,1.00
baseline,,,"async def read_items(
    strange_header: str | None = Header(default=None, convert_underscores=False),
):
    return {""strange_header"": strange_header}",1.00,1.00,0.70,1.00
baseline,,,"async def dependency_a():
    dep_a = generate_dep_a()
    try:
        yield dep_a
    finally:
        dep_a.close()


async def dependency_b(dep_a=Depends(dependency_a)):
    dep_b = generate_dep_b()
    try:
        yield dep_b
    finally:
        dep_b.close(dep_a)


async def dependency_c(dep_b=Depends(dependency_b)):
    dep_c = generate_dep_c()
    try:
        yield dep_c
    finally:
        dep_c.close(dep_b)",0.10,1.00,0.83,0.60
baseline,,,"async def read_item(item_id: str, q: str | None = None, short: bool = False):
    item = {""item_id"": item_id}
    if q:
        item.update({""q"": q})
    if not short:
        item.update(
            {""description"": ""This is an amazing item that has a long description""}
        )
    return item",1.00,0.62,0.00,1.00
baseline,,,"def process_items(items: list[str]):
    for item in items:
        print(item)",1.00,0.50,0.92,1.00
baseline,,,"def create_model_field(
    name: str,
    type_: Any,
    default: Any | None = Undefined,
    field_info: FieldInfo | None = None,
    alias: str | None = None,
    mode: Literal[""validation"", ""serialization""] = ""validation"",
) -> ModelField:
    if annotation_is_pydantic_v1(type_):
        raise PydanticV1NotSupportedError(
            ""pydantic.v1 models are no longer supported by FastAPI.""
            f"" Please update the response model {type_!r}.""
        )
    field_info = field_info or FieldInfo(annotation=type_, default=default, alias=alias)
    try:
        return v2.ModelField(mode=mode, name=name, field_info=field_info)
    except PydanticSchemaGenerationError:
        raise fastapi.exceptions.FastAPIError(
            _invalid_args_message.format(type_=type_)
        ) from None",1.00,1.00,1.00,1.00
baseline,,,"def get_body_field(
    *, flat_dependant: Dependant, name: str, embed_body_fields: bool
) -> ModelField | None:
    """"""
    Get a ModelField representing the request body for a path operation, combining
    all body parameters into a single field if necessary.

    Used to check if it's form data (with `isinstance(body_field, params.Form)`)
    or JSON and to generate the JSON Schema for a request body.

    This is **not** used to validate/parse the request body, that's done with each
    individual body parameter.
    """"""
    if not flat_dependant.body_params:
        return None
    first_param = flat_dependant.body_params[0]
    if not embed_body_fields:
        return first_param
    model_name = ""Body_"" + name
    BodyModel = create_body_model(
        fields=flat_dependant.body_params, model_name=model_name
    )
    required = any(
        True for f in flat_dependant.body_params if f.field_info.is_required()
    )
    BodyFieldInfo_kwargs: dict[str, Any] = {
        ""annotation"": BodyModel,
        ""alias"": ""body"",
    }
    if not required:
        BodyFieldInfo_kwargs[""default""] = None
    if any(isinstance(f.field_info, params.File) for f in flat_dependant.body_params):
        BodyFieldInfo: type[params.Body] = params.File
    elif any(isinstance(f.field_info, params.Form) for f in flat_dependant.body_params):
        BodyFieldInfo = params.Form
    else:
        BodyFieldInfo = params.Body

        body_param_media_types = [
            f.field_info.media_type
            for f in flat_dependant.body_params
            if isinstance(f.field_info, params.Body)
        ]
        if len(set(body_param_media_types)) == 1:
            BodyFieldInfo_kwargs[""media_type""] = body_param_media_types[0]
    final_field = create_model_field(
        name=""body"",
        type_=BodyModel,
        alias=""body"",
        field_info=BodyFieldInfo(**BodyFieldInfo_kwargs),
    )
    return final_field",1.00,0.38,1.00,1.00
baseline,,,"async def startup_event():
    items[""foo""] = {""name"": ""Fighters""}
    items[""bar""] = {""name"": ""Tenders""}


async def read_items(item_id: str):
    return items[item_id]


def test_read_items():
    with TestClient(app) as client:
        response = client.get(""/items/foo"")
        assert response.status_code == 200
        assert response.json() == {""name"": ""Fighters""}",1.00,1.00,1.00,1.00
baseline,,,"async def read_items(headers: CommonHeaders = Header()):
    return headers",0.70,0.88,0.58,0.80
baseline,,,"def _get_signature(call: Callable[..., Any]) -> inspect.Signature:
    try:
        signature = inspect.signature(call, eval_str=True)
    except NameError:
        # Handle type annotations with if TYPE_CHECKING, not used by FastAPI
        # e.g. dependency return types
        if sys.version_info >= (3, 14):
            from annotationlib import Format

            signature = inspect.signature(call, annotation_format=Format.FORWARDREF)
        else:
            signature = inspect.signature(call)
    return signature",0.00,0.50,0.00,0.00
baseline,,,"async def read_items():
    html_content = """"""
    <html>
        <head>
            <title>Some HTML in here</title>
        </head>
        <body>
            <h1>Look ma! HTML!</h1>
        </body>
    </html>
    """"""
    return HTMLResponse(content=html_content, status_code=200)",1.00,0.38,0.33,1.00
baseline,,,"def get_path_param_names(path: str) -> set[str]:
    return set(re.findall(""{(.*?)}"", path))",1.00,1.00,1.00,1.00
baseline,,,"async def create_file(
    file: Annotated[bytes, File()],
    fileb: Annotated[UploadFile, File()],
    token: Annotated[str, Form()],
):
    return {
        ""file_size"": len(file),
        ""token"": token,
        ""fileb_content_type"": fileb.content_type,
    }",0.70,0.50,1.00,0.90
baseline,,,"async def read_items(ads_id: Annotated[str | None, Cookie()] = None):
    return {""ads_id"": ads_id}",1.00,0.12,0.81,1.00
